,Family,Order,Clade,Clade_2,Clade_3_for_arcs,Genus,Species,Nectary,Structured,Source,URL,Placement,Developmental.stage,Hydathode,Aerophore,Notes,Herbarium,Leaf_area_ellipse_mm,Growth_habit_E1_T0,rhizome_form,Rhizome_form_dual_state,rhizome_diamter_mm,Stipe_diamter_mm,Root_diam_mm,internode.length_mm,HC_reduced_states_no_soldic,Growth_habit_E1_T0_Arb2_climb_3
2386,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_liboensis,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2387,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_ludoviciana,No,NA,"Nelson et al., 2018",,,,NA,,,,12173.7,0,NA,NA,NA,NA,,,Dictyostele,0
2388,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_lunanensis,No,NA,"Nelson et al., 2018",,,,NA,,,,15943.62,0,NA,NA,NA,NA,,,Dictyostele,0
2389,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_macrolepidota,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2390,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_macropholis,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2391,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_manipurensis,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2392,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_manniana,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2393,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_marginalis,No,NA,"Nelson et al., 2018",,,,NA,,,,8933.925,0,NA,NA,NA,NA,,,Dictyostele,0
2394,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_marginata,No,NA,"Nelson et al., 2018",,,,NA,,,,88357.5,0,stout,NA,NA,NA,,,Dictyostele,0
2395,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_mauiensis,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,0,NA,NA,NA,NA,,,Dictyostele,0
2396,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_maximowicziana,No,NA,"Nelson et al., 2018",,,,NA,,,,27960.24,0,NA,NA,NA,NA,,,NA,0
2397,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_maximowiczii,No,NA,"Nelson et al., 2018",,,,NA,,,,27960.24,0,NA,NA,NA,NA,,,Dictyostele,0
2398,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_maxonii,No,NA,"Nelson et al., 2018",,,,NA,,,,8011.08,0,NA,NA,NA,NA,,,Dictyostele,0
2399,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_melanocarpa,No,NA,"Nelson et al., 2018",,,,NA,,,,12193.335,0,erect or slightly ascending,NA,NA,NA,,,Dictyostele,0
2400,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_mindshelkensis,No,NA,"Nelson et al., 2018",,,,NA,,,,4948.02,0,NA,NA,NA,NA,,,Dictyostele,0
2401,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_monticola,No,NA,"Nelson et al., 2018",,,,NA,,,,17907.12,0,widely creeping,NA,NA,NA,,,Dictyostele,0
2402,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_munchii,No,NA,"Nelson et al., 2018",,,,NA,,,,15079.68,0,NA,NA,NA,NA,,,Dictyostele,0
2403,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_namegatae,No,NA,"Nelson et al., 2018",,,,NA,,,,6185.025,0,erect,non-rhizomatous,NA,NA,,,Dictyostele,0
2404,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_napoleonis,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2405,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_nidus,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,0,NA,NA,NA,NA,,,NA,0
2406,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_nodosa,No,NA,"Nelson et al., 2018",,,,NA,,,,50717.205,0,erect- decumbent,NA,20,6.5,,0.01mm,Dictyostele,0
2407,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_nubigena,No,NA,"Nelson et al., 2018",,,,NA,,,,12279.729,0,NA,NA,NA,NA,,,Dictyostele,0
2408,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_occidentalis,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2409,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_odontoloma,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,0,NA,NA,NA,NA,,,Dictyostele,0
2410,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_oligodonta,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,0,NA,NA,NA,NA,,,Dictyostele,0
2411,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_oreades,No,NA,"Nelson et al., 2018",,,,NA,,,,4712.4,0,NA,NA,NA,NA,,,Dictyostele,0
2412,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_pacifica,No,NA,"Nelson et al., 2018",,,,NA,,,,21205.8,0,ascending,non-rhizomatous,NA,NA,,,Dictyostele,0
2413,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_paleolata,No,NA,"Nelson et al., 2018",,,,NA,,,,59837.6625,0,erect,non-rhizomatous,NA,12,,,Dictyostele,0
2414,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_pallida,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2415,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_panda,No,NA,"Nelson et al., 2018",,,,NA,,,,12370.05,0,creeping or ascending,rhizomatous,NA,NA,,,Dictyostele,0
2416,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_patula,No,NA,"Nelson et al., 2018",,,,NA,,,,13823.04,1,NA,NA,NA,NA,,,Dictyostele,1
2417,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_peninsulae,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,0,NA,NA,NA,NA,,,Dictyostele,0
2418,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_pentheri,No,NA,"Nelson et al., 2018",,,,NA,,,,49244.58,0,NA,NA,NA,NA,,,Dictyostele,0
2419,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_peranema,No,NA,"Nelson et al., 2018",,,,NA,,,,112704.9,0,erect,non-rhizomatous,NA,7,,,NA,0
2420,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_podophylla,No,NA,"Nelson et al., 2018",,,,NA,,,,6872.25,0,erect,non-rhizomatous,NA,NA,,,Dictyostele,0
2421,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_polita,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,0,erect,non-rhizomatous,NA,NA,,,Dictyostele,0
2422,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_polylepis,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,0,NA,NA,NA,NA,,,Dictyostele,0
2423,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_protobissetiana,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2424,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_pseudocaenopteris,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,0,erect,non-rhizomatous,10,NA,,,NA,0
2425,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_pseudofilix-mas,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2426,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_pseudosparsa,No,NA,"Nelson et al., 2018",,,,NA,,,,11486.475,0,NA,NA,NA,NA,,,Dictyostele,0
2427,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_pycnopteroides,No,NA,"Nelson et al., 2018",,,,NA,,,,10995.6,0,erect,non-rhizomatous,NA,NA,,,Dictyostele,0
2428,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_raiateensis,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2429,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_ramosa,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2430,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_redactopinnata,No,NA,"Nelson et al., 2018",,,,NA,,,,16198.875,0,erect,non-rhizomatous,NA,NA,,,Dictyostele,0
2431,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_reflexosquamata,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,0,obliquely ascending,non-rhizomatous,NA,NA,,,Dictyostele,0
2432,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_remota,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,0,NA,NA,NA,NA,,,Dictyostele,0
2433,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_rossii,No,NA,"Nelson et al., 2018",,,,NA,,,,9424.8,0,NA,NA,NA,NA,,,Dictyostele,0
2434,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_rosthornii,No,NA,"Nelson et al., 2018",,,,NA,,,,10170.93,0,erect,non-rhizomatous,NA,NA,,,Dictyostele,0
2435,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_rubiginosa,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,0,NA,NA,NA,NA,,,Dictyostele,0
2436,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_rubrobrunnea,No,NA,"Nelson et al., 2018",,,,NA,,,,58905,0,creeping.,rhizomatous,NA,NA,,,Dictyostele,0
2437,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_ryo-itoana,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2438,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_sabaei,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2439,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_sacrosancta,No,NA,"Nelson et al., 2018",,,,NA,,,,6185.025,0,ascending,non-rhizomatous,NA,NA,,,Dictyostele,0
2440,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_saffordii,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,0,NA,NA,NA,NA,,,Dictyostele,0
2441,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_salvinii,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2442,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_sandwicensis,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,0,NA,NA,NA,NA,,,Dictyostele,0
2443,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_sarvelae,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2444,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_saxifraga,No,NA,"Nelson et al., 2018",,,,NA,,,,3927,0,ascending or erect,non-rhizomatous,NA,NA,,,Dictyostele,0
2445,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_saxifragivaria,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,0,NA,NA,NA,NA,,,Dictyostele,0
2446,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_schimperiana,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2447,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_schnellii,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2448,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_scottii,No,NA,"Nelson et al., 2018",,,,NA,,,,10210.2,0,erect,non-rhizomatous,NA,NA,,,Dictyostele,0
2449,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_setosa,No,NA,"Nelson et al., 2018",,,,NA,,,,9817.5,0,ascending,non-rhizomatous,NA,NA,,,Dictyostele,0
2450,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_shibipedis,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,0,NA,NA,NA,NA,,,Dictyostele,0
2451,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_shikokiana,No,NA,"Nelson et al., 2018",,,,NA,,,,19352.256,0,erect,non-rhizomatous,NA,3.5,,,Dictyostele,0
2452,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_shiroumensis,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,0,NA,NA,NA,NA,,,Dictyostele,0
2453,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_sieboldii,No,NA,"Nelson et al., 2018",,,,NA,,,,11781,0,erect,non-rhizomatous,NA,NA,,,Dictyostele,0
2454,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_simasakii,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2455,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_sordidipes,No,NA,"Nelson et al., 2018",,,,NA,,,,11044.6875,0,ascending,non-rhizomatous,NA,NA,,,Dictyostele,0
2456,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_sororia,No,NA,"Nelson et al., 2018",,,,NA,,,,176.715,0,NA,NA,NA,NA,,,Dictyostele,0
2457,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_sparsa,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2458,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_spinosa,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2459,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_squamiseta,No,NA,"Nelson et al., 2018",,,,NA,,,,29845.2,0,erect,non-rhizomatous,NA,3.5,,,Dictyostele,0
2460,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_stenolepis,No,NA,"Nelson et al., 2018",,,,NA,,,,21991.2,0,erect or obliquely ascending,NA,NA,NA,,,Dictyostele,0
2461,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_stewartii,No,NA,"Nelson et al., 2018",,,,NA,,,,16198.875,0,NA,NA,NA,NA,,,Dictyostele,0
2462,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_subbipinnata,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,0,NA,NA,NA,NA,,,Dictyostele,0
2463,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_subcrenulata,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2464,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_subexaltata,No,NA,"Nelson et al., 2018",,,,NA,,,,3436.125,0,erect,non-rhizomatous,NA,NA,,,Dictyostele,0
2465,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_sublacera,No,NA,"Nelson et al., 2018",,,,NA,,,,10995.6,0,erect,non-rhizomatous,NA,NA,,,Dictyostele,0
2466,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_submarginata,No,NA,"Nelson et al., 2018",,,,NA,,,,18358.725,0,ascending,non-rhizomatous,NA,NA,,,Dictyostele,0
2467,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_subpycnopteroides,No,NA,"Nelson et al., 2018",,,,NA,,,,14137.2,0,NA,NA,NA,NA,,,Dictyostele,0
2468,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_subreflexipinna,No,NA,"Nelson et al., 2018",,,,NA,,,,17376.975,0,apex densely covered with brown lanceolate scales.,non-rhizomatous,NA,NA,,,Dictyostele,0
2469,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_subtriangularis,No,NA,"Nelson et al., 2018",,,,NA,,,,10155.9375,0,ascending,non-rhizomatous,NA,NA,,,Dictyostele,0
2470,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_subtriangularis,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,0,NA,NA,NA,NA,,,Dictyostele,0
2471,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_tenuicula,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2472,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_tetrapinnata,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,0,NA,NA,NA,NA,,,Dictyostele,0
2473,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_tokyoensis,No,NA,"Nelson et al., 2018",,,,NA,,,,10602.9,0,erect,non-rhizomatous,NA,NA,,,Dictyostele,0
2474,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_transmorrisonensis,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2475,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_triangularis,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,0,NA,NA,NA,NA,,,Dictyostele,0
2476,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_tricellularis,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2477,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_triploidea,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2478,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_tsoongii,No,NA,"Nelson et al., 2018",,,,NA,,,,32986.8,0,ascending or erect,non-rhizomatous,40,4.5,,,Dictyostele,0
2479,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_tsugiwoi,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,0,NA,NA,NA,NA,,,Dictyostele,0
2480,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_tsutsuiana,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,0,NA,NA,NA,NA,,,Dictyostele,0
2481,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_tyrrhena,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2482,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_unidentata,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2483,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_uniformis,No,NA,"Nelson et al., 2018",,,,NA,,,,6715.17,0,erect,non-rhizomatous,NA,NA,,,Dictyostele,0
2484,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_varia,No,NA,"Nelson et al., 2018",,,,NA,,,,12370.05,0,ascending,non-rhizomatous,NA,NA,,,Dictyostele,0
2485,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_villarii,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2486,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_wallichiana,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2487,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_wattsii,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,1,NA,NA,NA,NA,,,Dictyostele,1
2488,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_wulingshanensis,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2489,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_wuzhaohongii,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2490,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_xanthomelas,No,NA,"Nelson et al., 2018",,,,NA,,,,6479.55,0,erect,non-rhizomatous,NA,NA,,,Dictyostele,0
2491,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_zayuensis,No,NA,"Nelson et al., 2018",,,,NA,,,,5831.595,0,erect,non-rhizomatous,NA,NA,,,Dictyostele,0
2492,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Elaphoglossum,Elaphoglossum_achroalepis,No,NA,Alejandra Vasco and Fernando Matos pers. comm,,,,NA,,,,NA,1,NA,NA,NA,NA,,,Dictyostele,1
2493,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Elaphoglossum,Elaphoglossum_acrostichoides,No,NA,Alejandra Vasco and Fernando Matos pers. comm,,,,NA,,,,185.55075,1,NA,NA,NA,NA,,,Dictyostele,1
2494,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Elaphoglossum,Elaphoglossum_aemulum,No,NA,Alejandra Vasco and Fernando Matos pers. comm,,,,NA,,,,NA,1,NA,NA,NA,NA,,,Dictyostele,1
2495,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Elaphoglossum,Elaphoglossum_affine,No,NA,Alejandra Vasco and Fernando Matos pers. comm,,,,NA,,,,276.0681,0,long creeping,rhizomatous,1.5,NA,,,Dictyostele,0
2496,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Elaphoglossum,Elaphoglossum_alansmithii,No,NA,Alejandra Vasco and Fernando Matos pers. comm,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2497,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Elaphoglossum,Elaphoglossum_albomarginatum,No,NA,Alejandra Vasco and Fernando Matos pers. comm,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
